date,asset,open,high,low,close,volume,amount,raw_close,float_shares,market_cap,turnover_rate,industry,listing_date,is_st,suspendFlag
2018-01-02,000428.SZ,4.16,4.18,4.1,4.16,34414,14229411.0,4.16,1018926000.0,4238732160.0,0.0033774778541326,UNKNOWN,19960808,0,0
2018-01-02,000429.SZ,5.000611998411751,5.031403944214779,4.98829522009054,5.019087165893568,33486,27234215.0,8.15,1303329906.0,10622138733.9,0.0025692650683333,UNKNOWN,19980220,0,0
2018-01-02,000430.SZ,7.435299846945875,7.504869903993321,7.426603589814943,7.487477389731459,10039,8628293.0,8.61,370556486.0,3190491344.46,0.0027091686097217,UNKNOWN,19960829,0,0
2018-01-02,000488.SZ,9.548328592438502,10.00848900653192,9.542576587262332,9.945216949594077,383271,654399816.0,17.29,1699414334.0,29382873834.86,0.0225531227042127,UNKNOWN,20001120,0,0
2018-01-02,000498.SZ,5.399994790689971,5.585644835810852,5.399994790689971,5.529142648165366,91588,62647927.0,6.85,1449347779.0,9928032286.15,0.0063192562425005,UNKNOWN,19970609,0,0
2018-01-02,000501.SZ,13.915756926994913,14.281273994495717,13.915756926994913,14.194246121281235,58270,94604272.0,16.31,768293891.0,12530873362.21,0.0075843372806409,UNKNOWN,19921120,0,0
2018-01-02,000503.SZ,44.05,44.5,42.51,42.72,127933,553107157.0,42.72,979235472.0,41832939363.84,0.0130645798337664,UNKNOWN,19921130,0,0
2018-01-02,000504.SZ,23.48,23.95,23.1,23.23,29789,69948554.0,23.23,329122398.0,7645513305.54,0.009051040032833,UNKNOWN,19921208,0,0
2018-01-02,000505.SZ,8.272703799276192,8.400733739026895,8.23330997166059,8.381036825219095,19950,16849951.0,8.51,661975251.0,5633409386.01,0.0030137078342223,UNKNOWN,19921221,0,0
2018-01-02,000506.SZ,7.4,7.44,7.37,7.39,13782,10204146.0,7.39,928706961.0,6863144441.79,0.0014839987831209,UNKNOWN,19930312,0,0
2018-01-02,000507.SZ,9.254446793628674,9.373563435526863,9.162818607553142,9.30026088666644,188827,191325788.0,10.15,902354455.0,9158897718.25,0.0209260339940361,UNKNOWN,19930326,0,0
2018-01-02,000510.SZ,8.819393130407839,8.819393130407839,8.610826400972517,8.789597883345648,102239,89498994.0,8.85,606978092.0,5371756114.2,0.0168439357775041,UNKNOWN,19930507,0,0
2018-01-02,000513.SZ,28.776341925607237,29.16965029377038,28.577526706535757,29.13075166395205,45188,302695630.0,67.4,568139794.0,38292622115.600006,0.0079536762742586,UNKNOWN,19931028,0,0
2018-01-02,000514.SZ,5.93554784571803,6.36159043170758,5.93554784571803,6.216348641029324,103796,66384759.0,6.42,843770965.0,5417009595.3,0.0123014424891949,UNKNOWN,19930712,0,0
2018-01-02,000517.SZ,2.409514522855396,2.473673193582315,2.409514522855396,2.452286970006675,82736,28472055.0,3.44,2491986416.0,8572433271.04,0.0033200823033699,UNKNOWN,19930806,0,0
2018-01-02,000518.SZ,6.86,6.98,6.84,6.91,21927,15186949.0,6.91,1029444622.0,7113462338.02,0.0021299834426644,UNKNOWN,19930908,0,0
2018-01-02,000519.SZ,9.618170198997188,9.883160602438949,9.421881011262547,9.804644927345093,245510,242050765.0,9.99,1392558982.0,13911664230.18,0.0176301329547562,UNKNOWN,19931008,0,0
2018-01-02,000520.SZ,4.02,4.06,4.01,4.04,50277,20290277.0,4.04,1012083455.0,4088817158.2,0.0049676733427086,UNKNOWN,19931025,0,0
2018-01-02,000521.SZ,4.131490895880276,4.229277662646673,4.131490895880276,4.204830970955074,44001,22590331.0,5.16,875535139.0,4517761317.24,0.0050256121130964,UNKNOWN,19931018,0,0
2018-01-02,000523.SZ,6.55660372179322,6.57309832235119,6.482378019282353,6.564851022072205,16302,12924204.0,7.96,1794818054.0,14286751709.84,0.0009082814808815,UNKNOWN,19931108,0,0
2018-01-02,000524.SZ,10.444428027300647,10.57258051843317,10.435274277934038,10.535965520966736,9210,10581605.0,11.51,670007682.0,7711788419.82,0.001374611104832,UNKNOWN,19931118,0,0
2018-01-02,000525.SZ,8.61415369433155,9.501282955389575,8.61415369433155,9.355570902848642,131205,280990141.0,21.83,1111760005.0,24269720909.15,0.0118015578371161,UNKNOWN,19931028,0,0
2018-01-02,000528.SZ,5.31483410210094,5.501101652408215,5.31483410210094,5.420385713941729,280816,245728774.0,8.73,2038889582.0,17799506050.86,0.013772987143548,UNKNOWN,19931118,0,0
2018-01-02,000529.SZ,5.6856789278931,5.828240198946466,5.6856789278931,5.761152541980176,23408,15985426.0,6.87,569884377.0,3915105669.99,0.0041074998622045,UNKNOWN,19931118,0,0
2018-01-02,000530.SZ,4.943236144420346,5.064944610097362,4.933873954752882,5.027495851427511,109780,58567275.0,5.37,600116725.0,3222626813.25,0.0182931078949682,UNKNOWN,19931208,0,0
2018-01-02,000531.SZ,5.572228536979839,5.649328554472642,5.572228536979839,5.6142830919759135,15905,12743814.0,8.01,909745488.0,7287061358.88,0.0017482911660233,UNKNOWN,19940106,0,0
2018-01-02,000532.SZ,10.052010003007616,10.13825222419643,10.004097657902715,10.080757410070552,11398,11986947.0,10.52,343549746.0,3614143327.92,0.0033177145763338,UNKNOWN,19940103,0,0
2018-01-02,000533.SZ,10.570961568571136,10.600879384331243,10.541043752811028,10.541043752811028,46249,49032507.0,10.57,684902400.0,7239418368.0,0.0067526409602302,UNKNOWN,19940103,0,0
